"No.","Delta","Time","Source","Destination","Protocol","CumBytes","Length","Info"
"6148","0.000311","20.434730","54.210.90.84","128.237.113.226","TCP","5478210","1514","5201  >  62388 [ACK] Seq=971609 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6149","0.000003","20.434733","54.210.90.84","128.237.113.226","TCP","5479724","1514","5201  >  62388 [ACK] Seq=973057 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6150","0.000040","20.434773","128.237.113.226","54.210.90.84","TCP","5479790","66","62388  >  5201 [ACK] Seq=38 Ack=974505 Win=128160 Len=0 TSval=2940938715 TSecr=528820637"
"6151","0.000023","20.434796","128.237.113.226","54.210.90.84","TCP","5479856","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=974505 Win=131072 Len=0 TSval=2940938715 TSecr=528820637"
"6152","0.000068","20.434864","54.210.90.84","128.237.113.226","TCP","5481370","1514","5201  >  62388 [ACK] Seq=974505 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6153","0.000342","20.435206","54.210.90.84","128.237.113.226","TCP","5482884","1514","5201  >  62388 [ACK] Seq=975953 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6154","0.000003","20.435209","54.210.90.84","128.237.113.226","TCP","5484398","1514","5201  >  62388 [ACK] Seq=977401 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6155","0.000024","20.435233","128.237.113.226","54.210.90.84","TCP","5484464","66","62388  >  5201 [ACK] Seq=38 Ack=977401 Win=129600 Len=0 TSval=2940938715 TSecr=528820637"
"6156","0.000048","20.435281","128.237.113.226","54.210.90.84","TCP","5484530","66","62388  >  5201 [ACK] Seq=38 Ack=978849 Win=131072 Len=0 TSval=2940938715 TSecr=528820637"
"6157","0.000068","20.435349","54.210.90.84","128.237.113.226","TCP","5486044","1514","5201  >  62388 [ACK] Seq=978849 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6158","0.000004","20.435353","54.210.90.84","128.237.113.226","TCP","5487558","1514","5201  >  62388 [ACK] Seq=980297 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6159","0.000023","20.435376","128.237.113.226","54.210.90.84","TCP","5487624","66","62388  >  5201 [ACK] Seq=38 Ack=981745 Win=128160 Len=0 TSval=2940938715 TSecr=528820637"
"6160","0.000007","20.435383","128.237.113.226","54.210.90.84","TCP","5487690","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=981745 Win=131072 Len=0 TSval=2940938715 TSecr=528820637"
"6161","0.000230","20.435613","54.210.90.84","128.237.113.226","TCP","5489204","1514","5201  >  62388 [ACK] Seq=981745 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6162","0.000107","20.435720","54.210.90.84","128.237.113.226","TCP","5490718","1514","5201  >  62388 [ACK] Seq=983193 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6163","0.000003","20.435723","54.210.90.84","128.237.113.226","TCP","5492232","1514","5201  >  62388 [ACK] Seq=984641 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6164","0.000022","20.435745","128.237.113.226","54.210.90.84","TCP","5492298","66","62388  >  5201 [ACK] Seq=38 Ack=984641 Win=129600 Len=0 TSval=2940938715 TSecr=528820637"
"6165","0.000027","20.435772","128.237.113.226","54.210.90.84","TCP","5492364","66","62388  >  5201 [ACK] Seq=38 Ack=986089 Win=131072 Len=0 TSval=2940938716 TSecr=528820637"
"6166","0.000059","20.435831","54.210.90.84","128.237.113.226","TCP","5493878","1514","5201  >  62388 [ACK] Seq=986089 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6167","0.000267","20.436098","54.210.90.84","128.237.113.226","TCP","5495392","1514","5201  >  62388 [ACK] Seq=987537 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6168","0.000037","20.436135","128.237.113.226","54.210.90.84","TCP","5495458","66","62388  >  5201 [ACK] Seq=38 Ack=988985 Win=129600 Len=0 TSval=2940938716 TSecr=528820637"
"6169","0.000096","20.436231","54.210.90.84","128.237.113.226","TCP","5496972","1514","5201  >  62388 [ACK] Seq=988985 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6170","0.000045","20.436276","128.237.113.226","54.210.90.84","TCP","5497038","66","62388  >  5201 [ACK] Seq=38 Ack=990433 Win=131072 Len=0 TSval=2940938716 TSecr=528820637"
"6171","0.000096","20.436372","54.210.90.84","128.237.113.226","TCP","5498552","1514","5201  >  62388 [ACK] Seq=990433 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6172","0.000577","20.436949","54.210.90.84","128.237.113.226","TCP","5500066","1514","5201  >  62388 [ACK] Seq=991881 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6173","0.000004","20.436953","54.210.90.84","128.237.113.226","TCP","5501580","1514","5201  >  62388 [ACK] Seq=993329 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6174","0.000003","20.436956","54.210.90.84","128.237.113.226","TCP","5503094","1514","5201  >  62388 [ACK] Seq=994777 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6175","0.000002","20.436958","54.210.90.84","128.237.113.226","TCP","5504608","1514","5201  >  62388 [ACK] Seq=996225 Ack=38 Win=26880 Len=1448 TSval=528820637 TSecr=2940938672"
"6176","0.000036","20.436994","128.237.113.226","54.210.90.84","TCP","5504674","66","62388  >  5201 [ACK] Seq=38 Ack=993329 Win=129600 Len=0 TSval=2940938717 TSecr=528820637"
"6177","0.000013","20.437007","128.237.113.226","54.210.90.84","TCP","5504740","66","62388  >  5201 [ACK] Seq=38 Ack=996225 Win=128160 Len=0 TSval=2940938717 TSecr=528820637"
"6178","0.000015","20.437022","128.237.113.226","54.210.90.84","TCP","5504806","66","62388  >  5201 [ACK] Seq=38 Ack=997673 Win=131072 Len=0 TSval=2940938717 TSecr=528820637"
"6179","0.044579","20.481601","54.210.90.84","128.237.113.226","TCP","5506320","1514","5201  >  62388 [ACK] Seq=997673 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938713"
"6180","0.000003","20.481604","54.210.90.84","128.237.113.226","TCP","5507834","1514","5201  >  62388 [ACK] Seq=999121 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938713"
"6181","0.000003","20.481607","54.210.90.84","128.237.113.226","TCP","5509348","1514","5201  >  62388 [ACK] Seq=1000569 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938713"
"6182","0.000059","20.481666","128.237.113.226","54.210.90.84","TCP","5509414","66","62388  >  5201 [ACK] Seq=38 Ack=999121 Win=129600 Len=0 TSval=2940938760 TSecr=528820683"
"6183","0.000025","20.481691","128.237.113.226","54.210.90.84","TCP","5509480","66","62388  >  5201 [ACK] Seq=38 Ack=1002017 Win=126720 Len=0 TSval=2940938760 TSecr=528820683"
"6184","0.000005","20.481696","54.210.90.84","128.237.113.226","TCP","5510994","1514","5201  >  62388 [ACK] Seq=1002017 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938713"
"6185","0.000036","20.481732","128.237.113.226","54.210.90.84","TCP","5511060","66","62388  >  5201 [ACK] Seq=38 Ack=1003465 Win=131072 Len=0 TSval=2940938760 TSecr=528820683"
"6186","0.000075","20.481807","54.210.90.84","128.237.113.226","TCP","5512574","1514","5201  >  62388 [ACK] Seq=1003465 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938714"
"6187","0.000005","20.481812","54.210.90.84","128.237.113.226","TCP","5514088","1514","5201  >  62388 [ACK] Seq=1004913 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938714"
"6188","0.000003","20.481815","54.210.90.84","128.237.113.226","TCP","5515602","1514","5201  >  62388 [ACK] Seq=1006361 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938714"
"6189","0.000043","20.481858","128.237.113.226","54.210.90.84","TCP","5515668","66","62388  >  5201 [ACK] Seq=38 Ack=1006361 Win=128160 Len=0 TSval=2940938760 TSecr=528820683"
"6190","0.000032","20.481890","128.237.113.226","54.210.90.84","TCP","5515734","66","62388  >  5201 [ACK] Seq=38 Ack=1007809 Win=131072 Len=0 TSval=2940938760 TSecr=528820683"
"6191","0.000086","20.481976","54.210.90.84","128.237.113.226","TCP","5517248","1514","5201  >  62388 [ACK] Seq=1007809 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938714"
"6192","0.000336","20.482312","54.210.90.84","128.237.113.226","TCP","5518762","1514","5201  >  62388 [ACK] Seq=1009257 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938715"
"6193","0.000003","20.482315","54.210.90.84","128.237.113.226","TCP","5520276","1514","5201  >  62388 [ACK] Seq=1010705 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938715"
"6194","0.000003","20.482318","54.210.90.84","128.237.113.226","TCP","5521790","1514","5201  >  62388 [ACK] Seq=1012153 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938715"
"6195","0.000003","20.482321","54.210.90.84","128.237.113.226","TCP","5523304","1514","5201  >  62388 [ACK] Seq=1013601 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938715"
"6196","0.000029","20.482350","128.237.113.226","54.210.90.84","TCP","5523370","66","62388  >  5201 [ACK] Seq=38 Ack=1010705 Win=129600 Len=0 TSval=2940938761 TSecr=528820683"
"6197","0.000019","20.482369","128.237.113.226","54.210.90.84","TCP","5523436","66","62388  >  5201 [ACK] Seq=38 Ack=1013601 Win=126720 Len=0 TSval=2940938761 TSecr=528820683"
"6198","0.000029","20.482398","128.237.113.226","54.210.90.84","TCP","5523502","66","62388  >  5201 [ACK] Seq=38 Ack=1015049 Win=131072 Len=0 TSval=2940938761 TSecr=528820683"
"6199","0.000742","20.483140","54.210.90.84","128.237.113.226","TCP","5525016","1514","5201  >  62388 [ACK] Seq=1015049 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938715"
"6200","0.000003","20.483143","54.210.90.84","128.237.113.226","TCP","5526530","1514","5201  >  62388 [ACK] Seq=1016497 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938715"
"6201","0.000003","20.483146","54.210.90.84","128.237.113.226","TCP","5528044","1514","5201  >  62388 [ACK] Seq=1017945 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938715"
"6202","0.000003","20.483149","54.210.90.84","128.237.113.226","TCP","5529558","1514","5201  >  62388 [ACK] Seq=1019393 Ack=38 Win=26880 Len=1448 TSval=528820683 TSecr=2940938715"
"6203","0.000106","20.483255","128.237.113.226","54.210.90.84","TCP","5529624","66","62388  >  5201 [ACK] Seq=38 Ack=1017945 Win=128160 Len=0 TSval=2940938762 TSecr=528820683"
"6204","0.000009","20.483264","128.237.113.226","54.210.90.84","TCP","5529690","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1017945 Win=131072 Len=0 TSval=2940938762 TSecr=528820683"
"6205","0.000061","20.483325","128.237.113.226","54.210.90.84","TCP","5529756","66","62388  >  5201 [ACK] Seq=38 Ack=1020841 Win=128160 Len=0 TSval=2940938762 TSecr=528820683"
"6206","0.000007","20.483332","128.237.113.226","54.210.90.84","TCP","5529822","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1020841 Win=131072 Len=0 TSval=2940938762 TSecr=528820683"
"6207","0.000111","20.483443","54.210.90.84","128.237.113.226","TCP","5531336","1514","5201  >  62388 [ACK] Seq=1020841 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938715"
"6208","0.000119","20.483562","54.210.90.84","128.237.113.226","TCP","5532850","1514","5201  >  62388 [ACK] Seq=1022289 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938715"
"6209","0.000007","20.483569","54.210.90.84","128.237.113.226","TCP","5534364","1514","5201  >  62388 [ACK] Seq=1023737 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938715"
"6210","0.000002","20.483571","54.210.90.84","128.237.113.226","TCP","5535878","1514","5201  >  62388 [ACK] Seq=1025185 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938715"
"6211","0.000049","20.483620","128.237.113.226","54.210.90.84","TCP","5535944","66","62388  >  5201 [ACK] Seq=38 Ack=1023737 Win=129600 Len=0 TSval=2940938762 TSecr=528820684"
"6212","0.000016","20.483636","128.237.113.226","54.210.90.84","TCP","5536010","66","62388  >  5201 [ACK] Seq=38 Ack=1025185 Win=131072 Len=0 TSval=2940938762 TSecr=528820684"
"6213","0.000008","20.483644","128.237.113.226","54.210.90.84","TCP","5536076","66","62388  >  5201 [ACK] Seq=38 Ack=1026633 Win=129600 Len=0 TSval=2940938762 TSecr=528820684"
"6214","0.000251","20.483895","54.210.90.84","128.237.113.226","TCP","5537590","1514","5201  >  62388 [ACK] Seq=1026633 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938716"
"6215","0.000004","20.483899","54.210.90.84","128.237.113.226","TCP","5539104","1514","5201  >  62388 [ACK] Seq=1028081 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938716"
"6216","0.000045","20.483944","128.237.113.226","54.210.90.84","TCP","5539170","66","62388  >  5201 [ACK] Seq=38 Ack=1029529 Win=128160 Len=0 TSval=2940938762 TSecr=528820684"
"6217","0.000007","20.483951","54.210.90.84","128.237.113.226","TCP","5540684","1514","5201  >  62388 [ACK] Seq=1029529 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938716"
"6218","0.000024","20.483975","128.237.113.226","54.210.90.84","TCP","5540750","66","62388  >  5201 [ACK] Seq=38 Ack=1030977 Win=131072 Len=0 TSval=2940938762 TSecr=528820684"
"6219","0.000136","20.484111","54.210.90.84","128.237.113.226","TCP","5542264","1514","5201  >  62388 [ACK] Seq=1030977 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938716"
"6220","0.000006","20.484117","54.210.90.84","128.237.113.226","TCP","5543778","1514","5201  >  62388 [ACK] Seq=1032425 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6221","0.000056","20.484173","128.237.113.226","54.210.90.84","TCP","5543844","66","62388  >  5201 [ACK] Seq=38 Ack=1033873 Win=128160 Len=0 TSval=2940938762 TSecr=528820684"
"6222","0.000011","20.484184","128.237.113.226","54.210.90.84","TCP","5543910","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1033873 Win=131072 Len=0 TSval=2940938763 TSecr=528820684"
"6223","0.000060","20.484244","54.210.90.84","128.237.113.226","TCP","5545424","1514","5201  >  62388 [ACK] Seq=1033873 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6224","0.000003","20.484247","54.210.90.84","128.237.113.226","TCP","5546938","1514","5201  >  62388 [ACK] Seq=1035321 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6225","0.000031","20.484278","128.237.113.226","54.210.90.84","TCP","5547004","66","62388  >  5201 [ACK] Seq=38 Ack=1036769 Win=128160 Len=0 TSval=2940938763 TSecr=528820684"
"6226","0.000029","20.484307","128.237.113.226","54.210.90.84","TCP","5547070","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1036769 Win=131072 Len=0 TSval=2940938763 TSecr=528820684"
"6227","0.000079","20.484386","54.210.90.84","128.237.113.226","TCP","5548584","1514","5201  >  62388 [ACK] Seq=1036769 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6228","0.000198","20.484584","54.210.90.84","128.237.113.226","TCP","5550098","1514","5201  >  62388 [ACK] Seq=1038217 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6229","0.000054","20.484638","128.237.113.226","54.210.90.84","TCP","5550164","66","62388  >  5201 [ACK] Seq=38 Ack=1039665 Win=129600 Len=0 TSval=2940938763 TSecr=528820684"
"6230","0.000651","20.485289","54.210.90.84","128.237.113.226","TCP","5551678","1514","5201  >  62388 [ACK] Seq=1039665 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6231","0.000005","20.485294","54.210.90.84","128.237.113.226","TCP","5553192","1514","5201  >  62388 [ACK] Seq=1041113 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6232","0.000003","20.485297","54.210.90.84","128.237.113.226","TCP","5554706","1514","5201  >  62388 [ACK] Seq=1042561 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6233","0.000015","20.485312","54.210.90.84","128.237.113.226","TCP","5556220","1514","5201  >  62388 [ACK] Seq=1044009 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6234","0.000074","20.485386","128.237.113.226","54.210.90.84","TCP","5556286","66","62388  >  5201 [ACK] Seq=38 Ack=1042561 Win=128160 Len=0 TSval=2940938764 TSecr=528820684"
"6235","0.000009","20.485395","128.237.113.226","54.210.90.84","TCP","5556352","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1042561 Win=131072 Len=0 TSval=2940938764 TSecr=528820684"
"6236","0.000018","20.485413","54.210.90.84","128.237.113.226","TCP","5557866","1514","5201  >  62388 [ACK] Seq=1045457 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6237","0.000003","20.485416","54.210.90.84","128.237.113.226","TCP","5559380","1514","5201  >  62388 [ACK] Seq=1046905 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6238","0.000002","20.485418","54.210.90.84","128.237.113.226","TCP","5560894","1514","5201  >  62388 [ACK] Seq=1048353 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6239","0.000004","20.485422","128.237.113.226","54.210.90.84","TCP","5560960","66","62388  >  5201 [ACK] Seq=38 Ack=1045457 Win=131072 Len=0 TSval=2940938764 TSecr=528820684"
"6240","0.000030","20.485452","128.237.113.226","54.210.90.84","TCP","5561026","66","62388  >  5201 [ACK] Seq=38 Ack=1046905 Win=129600 Len=0 TSval=2940938764 TSecr=528820684"
"6241","0.000006","20.485458","128.237.113.226","54.210.90.84","TCP","5561092","66","62388  >  5201 [ACK] Seq=38 Ack=1049801 Win=126720 Len=0 TSval=2940938764 TSecr=528820684"
"6242","0.000030","20.485488","128.237.113.226","54.210.90.84","TCP","5561158","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1049801 Win=131072 Len=0 TSval=2940938764 TSecr=528820684"
"6243","0.000083","20.485571","54.210.90.84","128.237.113.226","TCP","5562672","1514","5201  >  62388 [ACK] Seq=1049801 Ack=38 Win=26880 Len=1448 TSval=528820684 TSecr=2940938717"
"6244","0.040956","20.526527","54.210.90.84","128.237.113.226","TCP","5564186","1514","5201  >  62388 [ACK] Seq=1051249 Ack=38 Win=26880 Len=1448 TSval=528820728 TSecr=2940938760"
"6245","0.000098","20.526625","128.237.113.226","54.210.90.84","TCP","5564252","66","62388  >  5201 [ACK] Seq=38 Ack=1052697 Win=129600 Len=0 TSval=2940938803 TSecr=528820684"
"6246","0.000016","20.526641","54.210.90.84","128.237.113.226","TCP","5565766","1514","5201  >  62388 [PSH, ACK] Seq=1052697 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938760"
"6247","0.000034","20.526675","128.237.113.226","54.210.90.84","TCP","5565832","66","62388  >  5201 [ACK] Seq=38 Ack=1054145 Win=129600 Len=0 TSval=2940938803 TSecr=528820729"
"6248","0.000073","20.526748","54.210.90.84","128.237.113.226","TCP","5567346","1514","5201  >  62388 [ACK] Seq=1054145 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938760"
"6249","0.000004","20.526752","54.210.90.84","128.237.113.226","TCP","5568860","1514","5201  >  62388 [ACK] Seq=1055593 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938760"
"6250","0.000003","20.526755","54.210.90.84","128.237.113.226","TCP","5570374","1514","5201  >  62388 [ACK] Seq=1057041 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938760"
"6251","0.000034","20.526789","128.237.113.226","54.210.90.84","TCP","5570440","66","62388  >  5201 [ACK] Seq=38 Ack=1057041 Win=128160 Len=0 TSval=2940938803 TSecr=528820729"
"6252","0.000030","20.526819","128.237.113.226","54.210.90.84","TCP","5570506","66","62388  >  5201 [ACK] Seq=38 Ack=1058489 Win=131072 Len=0 TSval=2940938803 TSecr=528820729"
"6253","0.000086","20.526905","54.210.90.84","128.237.113.226","TCP","5572020","1514","5201  >  62388 [ACK] Seq=1058489 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938760"
"6254","0.000004","20.526909","54.210.90.84","128.237.113.226","TCP","5573534","1514","5201  >  62388 [ACK] Seq=1059937 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938762"
"6255","0.000031","20.526940","128.237.113.226","54.210.90.84","TCP","5573600","66","62388  >  5201 [ACK] Seq=38 Ack=1061385 Win=128160 Len=0 TSval=2940938803 TSecr=528820729"
"6256","0.000017","20.526957","128.237.113.226","54.210.90.84","TCP","5573666","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1061385 Win=131072 Len=0 TSval=2940938803 TSecr=528820729"
"6257","0.000139","20.527096","54.210.90.84","128.237.113.226","TCP","5575180","1514","5201  >  62388 [ACK] Seq=1061385 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938762"
"6258","0.000007","20.527103","54.210.90.84","128.237.113.226","TCP","5576694","1514","5201  >  62388 [ACK] Seq=1062833 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938762"
"6259","0.000050","20.527153","128.237.113.226","54.210.90.84","TCP","5576760","66","62388  >  5201 [ACK] Seq=38 Ack=1064281 Win=128160 Len=0 TSval=2940938803 TSecr=528820729"
"6260","0.000008","20.527161","128.237.113.226","54.210.90.84","TCP","5576826","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1064281 Win=131072 Len=0 TSval=2940938803 TSecr=528820729"
"6261","0.000133","20.527294","54.210.90.84","128.237.113.226","TCP","5578340","1514","5201  >  62388 [ACK] Seq=1064281 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938762"
"6262","0.000081","20.527375","54.210.90.84","128.237.113.226","TCP","5579854","1514","5201  >  62388 [ACK] Seq=1065729 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938762"
"6263","0.000004","20.527379","54.210.90.84","128.237.113.226","TCP","5581368","1514","5201  >  62388 [ACK] Seq=1067177 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938762"
"6264","0.000023","20.527402","128.237.113.226","54.210.90.84","TCP","5581434","66","62388  >  5201 [ACK] Seq=38 Ack=1067177 Win=129600 Len=0 TSval=2940938803 TSecr=528820729"
"6265","0.000023","20.527425","128.237.113.226","54.210.90.84","TCP","5581500","66","62388  >  5201 [ACK] Seq=38 Ack=1068625 Win=131072 Len=0 TSval=2940938803 TSecr=528820729"
"6266","0.000175","20.527600","54.210.90.84","128.237.113.226","TCP","5583014","1514","5201  >  62388 [ACK] Seq=1068625 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938762"
"6267","0.000182","20.527782","54.210.90.84","128.237.113.226","TCP","5584528","1514","5201  >  62388 [ACK] Seq=1070073 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938762"
"6268","0.000004","20.527786","54.210.90.84","128.237.113.226","TCP","5586042","1514","5201  >  62388 [ACK] Seq=1071521 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938763"
"6269","0.000031","20.527817","128.237.113.226","54.210.90.84","TCP","5586108","66","62388  >  5201 [ACK] Seq=38 Ack=1071521 Win=129600 Len=0 TSval=2940938804 TSecr=528820729"
"6270","0.000028","20.527845","128.237.113.226","54.210.90.84","TCP","5586174","66","62388  >  5201 [ACK] Seq=38 Ack=1072969 Win=131072 Len=0 TSval=2940938804 TSecr=528820729"
"6271","0.000120","20.527965","54.210.90.84","128.237.113.226","TCP","5587688","1514","5201  >  62388 [ACK] Seq=1072969 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938763"
"6272","0.000395","20.528360","54.210.90.84","128.237.113.226","TCP","5589202","1514","5201  >  62388 [ACK] Seq=1074417 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938763"
"6273","0.000007","20.528367","54.210.90.84","128.237.113.226","TCP","5590716","1514","5201  >  62388 [ACK] Seq=1075865 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938763"
"6274","0.000104","20.528471","128.237.113.226","54.210.90.84","TCP","5590782","66","62388  >  5201 [ACK] Seq=38 Ack=1075865 Win=129600 Len=0 TSval=2940938804 TSecr=528820729"
"6275","0.000025","20.528496","128.237.113.226","54.210.90.84","TCP","5590848","66","62388  >  5201 [ACK] Seq=38 Ack=1077313 Win=131072 Len=0 TSval=2940938804 TSecr=528820729"
"6276","0.000302","20.528798","54.210.90.84","128.237.113.226","TCP","5592362","1514","5201  >  62388 [ACK] Seq=1077313 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938763"
"6277","0.000003","20.528801","54.210.90.84","128.237.113.226","TCP","5593876","1514","5201  >  62388 [ACK] Seq=1078761 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938763"
"6278","0.000007","20.528808","54.210.90.84","128.237.113.226","TCP","5595390","1514","5201  >  62388 [ACK] Seq=1080209 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938763"
"6279","0.000004","20.528812","54.210.90.84","128.237.113.226","TCP","5596904","1514","5201  >  62388 [ACK] Seq=1081657 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938763"
"6280","0.000041","20.528853","128.237.113.226","54.210.90.84","TCP","5596970","66","62388  >  5201 [ACK] Seq=38 Ack=1080209 Win=128160 Len=0 TSval=2940938805 TSecr=528820729"
"6281","0.000011","20.528864","128.237.113.226","54.210.90.84","TCP","5597036","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1080209 Win=131072 Len=0 TSval=2940938805 TSecr=528820729"
"6282","0.000020","20.528884","128.237.113.226","54.210.90.84","TCP","5597102","66","62388  >  5201 [ACK] Seq=38 Ack=1083105 Win=128160 Len=0 TSval=2940938805 TSecr=528820729"
"6283","0.000007","20.528891","128.237.113.226","54.210.90.84","TCP","5597168","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1083105 Win=131072 Len=0 TSval=2940938805 TSecr=528820729"
"6284","0.000005","20.528896","54.210.90.84","128.237.113.226","TCP","5598682","1514","5201  >  62388 [ACK] Seq=1083105 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6285","0.000157","20.529053","54.210.90.84","128.237.113.226","TCP","5600196","1514","5201  >  62388 [ACK] Seq=1084553 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6286","0.000005","20.529058","54.210.90.84","128.237.113.226","TCP","5601710","1514","5201  >  62388 [ACK] Seq=1086001 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6287","0.000058","20.529116","128.237.113.226","54.210.90.84","TCP","5601776","66","62388  >  5201 [ACK] Seq=38 Ack=1086001 Win=129600 Len=0 TSval=2940938805 TSecr=528820729"
"6288","0.000017","20.529133","54.210.90.84","128.237.113.226","TCP","5603290","1514","5201  >  62388 [ACK] Seq=1087449 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
